text,intent,shape
everything about triangle please,calculate_all,triangle
All measurements for cone,calculate_all,cone
complete calculation for square,calculate_all,square
full analysis of cylinder,calculate_all,cylinder
can you all measurements for right triangle,calculate_all,right_triangle
All measurements for right triangle,calculate_all,right_triangle
ALL MEASUREMENTS FOR POLYGON,calculate_all,polygon
i want to full analysis of right triangle,calculate_all,right_triangle
analyze  a  rectangular  prism,calculate_all,rectangular_prism
polygon,calculate_all,polygon
circle?,calculate_all,circle
please full analysis of rectangular prism,calculate_all,rectangular_prism
can you tell me everything about a cone,calculate_all,cone
Full analysis of cone,calculate_all,cone
please everything about rectangular prism,calculate_all,rectangular_prism
i want to calculate all properties of a rectangular prism,calculate_all,rectangular_prism
can you all measurements for torus,calculate_all,torus
please all measurements for rectangle,calculate_all,rectangle
i want to all measurements for triangle,calculate_all,triangle
i want to polygon,calculate_all,polygon
Analyze a rectangle,calculate_all,rectangle
all measurements for trapezoid,calculate_all,trapezoid
EVERYTHING ABOUT PYRAMID,calculate_all,pyramid
everything  about  cube,calculate_all,cube
Complete calculation for trapezoid,calculate_all,trapezoid
calculate all properties of a sphere?,calculate_all,sphere
please calculate all properties of a cylinder,calculate_all,cylinder
all right triangle properties please,calculate_all,right_triangle
full  analysis  of  sphere,calculate_all,sphere
i want to all measurements for cube,calculate_all,cube
tell me everything about a triangle please,calculate_all,triangle
please tell me everything about a cone,calculate_all,cone
cylinder?,calculate_all,cylinder
Complete calculation for parallelogram,calculate_all,parallelogram
full analysis of cube please,calculate_all,cube
can you everything about triangle,calculate_all,triangle
TELL ME EVERYTHING ABOUT A CYLINDER,calculate_all,cylinder
everything about cube,calculate_all,cube
all trapezoid properties please,calculate_all,trapezoid
CALCULATE ALL PROPERTIES OF A TRIANGLE,calculate_all,triangle
All measurements for pyramid,calculate_all,pyramid
Analyze a prism,calculate_all,prism
complete  calculation  for  right  triangle,calculate_all,right_triangle
calculate  all  properties  of  a  cylinder,calculate_all,cylinder
All rectangle properties,calculate_all,rectangle
complete  calculation  for  triangle,calculate_all,triangle
analyze a ellipse,calculate_all,ellipse
i want to tell me everything about a torus,calculate_all,torus
all  measurements  for  pyramid,calculate_all,pyramid
all rectangular prism properties,calculate_all,rectangular_prism
i want to tell me everything about a triangle,calculate_all,triangle
ALL CONE PROPERTIES,calculate_all,cone
i want to prism,calculate_all,prism
calculate all properties of a trapezoid?,calculate_all,trapezoid
i want to all measurements for rectangular prism,calculate_all,rectangular_prism
please calculate all properties of a ellipse,calculate_all,ellipse
Everything about triangle,calculate_all,triangle
please full analysis of pyramid,calculate_all,pyramid
all sphere properties please,calculate_all,sphere
tell me everything about a prism?,calculate_all,prism
full analysis of rectangular prism please,calculate_all,rectangular_prism
complete calculation for cube,calculate_all,cube
analyze  a  square,calculate_all,square
calculate all properties of a triangle please,calculate_all,triangle
COMPLETE CALCULATION FOR CUBE,calculate_all,cube
can you tell me everything about a cylinder,calculate_all,cylinder
all ellipse properties?,calculate_all,ellipse
can you all measurements for rectangular prism,calculate_all,rectangular_prism
please calculate all properties of a pyramid,calculate_all,pyramid
please analyze a prism,calculate_all,prism
Analyze a trapezoid,calculate_all,trapezoid
Polygon,calculate_all,polygon
all measurements for triangle please,calculate_all,triangle
all measurements for pyramid?,calculate_all,pyramid
please everything about trapezoid,calculate_all,trapezoid
analyze  a  cone,calculate_all,cone
please everything about polygon,calculate_all,polygon
i want to complete calculation for triangle,calculate_all,triangle
can you complete calculation for sphere,calculate_all,sphere
i want to all measurements for cone,calculate_all,cone
tell me everything about a sphere?,calculate_all,sphere
analyze a circle?,calculate_all,circle
all right triangle properties?,calculate_all,right_triangle
can you all measurements for cone,calculate_all,cone
Calculate all properties of a parallelogram,calculate_all,parallelogram
Calculate all properties of a circle,calculate_all,circle
Calculate all properties of a trapezoid,calculate_all,trapezoid
everything about circle please,calculate_all,circle
EVERYTHING ABOUT SPHERE,calculate_all,sphere
i want to complete calculation for parallelogram,calculate_all,parallelogram
full analysis of right triangle please,calculate_all,right_triangle
all  rectangular  prism  properties,calculate_all,rectangular_prism
tell  me  everything  about  a  sphere,calculate_all,sphere
can you full analysis of circle,calculate_all,circle
FULL ANALYSIS OF CIRCLE,calculate_all,circle
all  measurements  for  square,calculate_all,square
analyze a cylinder?,calculate_all,cylinder
calculate all properties of a square please,calculate_all,square
tell me everything about a right triangle?,calculate_all,right_triangle
can you analyze a pyramid,calculate_all,pyramid
can you all trapezoid properties,calculate_all,trapezoid
can you all rectangular prism properties,calculate_all,rectangular_prism
i want to all measurements for rectangle,calculate_all,rectangle
COMPLETE CALCULATION FOR ELLIPSE,calculate_all,ellipse
complete calculation for rectangle,calculate_all,rectangle
can you triangle,calculate_all,triangle
Analyze a sphere,calculate_all,sphere
full analysis of parallelogram,calculate_all,parallelogram
everything about cone please,calculate_all,cone
everything about cylinder,calculate_all,cylinder
All circle properties,calculate_all,circle
i want to analyze a cone,calculate_all,cone
please full analysis of trapezoid,calculate_all,trapezoid
can you tell me everything about a torus,calculate_all,torus
full analysis of rectangular prism?,calculate_all,rectangular_prism
i want to analyze a pyramid,calculate_all,pyramid
tell me everything about a ellipse?,calculate_all,ellipse
complete calculation for polygon?,calculate_all,polygon
sphere?,calculate_all,sphere
TELL ME EVERYTHING ABOUT A ELLIPSE,calculate_all,ellipse
please all measurements for triangle,calculate_all,triangle
all circle properties,calculate_all,circle
complete calculation for cylinder?,calculate_all,cylinder
i want to full analysis of prism,calculate_all,prism
RECTANGLE,calculate_all,rectangle
FULL ANALYSIS OF RECTANGLE,calculate_all,rectangle
can you calculate all properties of a cone,calculate_all,cone
ELLIPSE,calculate_all,ellipse
all measurements for parallelogram?,calculate_all,parallelogram
complete calculation for square,calculate_all,square
all measurements for circle please,calculate_all,circle
i want to analyze a rectangle,calculate_all,rectangle
ALL MEASUREMENTS FOR SQUARE,calculate_all,square
complete  calculation  for  circle,calculate_all,circle
ANALYZE A ELLIPSE,calculate_all,ellipse
full analysis of cylinder?,calculate_all,cylinder
all  polygon  properties,calculate_all,polygon
please all square properties,calculate_all,square
analyze a torus,calculate_all,torus
analyze a rectangle?,calculate_all,rectangle
i want to complete calculation for cone,calculate_all,cone
calculate  all  properties  of  a  cone,calculate_all,cone
Full analysis of circle,calculate_all,circle
complete calculation for polygon please,calculate_all,polygon
all measurements for cone?,calculate_all,cone
i want to everything about cylinder,calculate_all,cylinder
calculate all properties of a square please,calculate_all,square
all  measurements  for  right  triangle,calculate_all,right_triangle
torus,calculate_all,torus
circle,calculate_all,circle
Square,calculate_all,square
all  torus  properties,calculate_all,torus
prism please,calculate_all,prism
CALCULATE ALL PROPERTIES OF A CYLINDER,calculate_all,cylinder
i want to tell me everything about a prism,calculate_all,prism
all rectangular prism properties?,calculate_all,rectangular_prism
analyze a rectangle,calculate_all,rectangle
please all measurements for triangle,calculate_all,triangle
ANALYZE A TRAPEZOID,calculate_all,trapezoid
all measurements for right triangle,calculate_all,right_triangle
please prism,calculate_all,prism
calculate all properties of a sphere,calculate_all,sphere
can you all polygon properties,calculate_all,polygon
sphere,calculate_all,sphere
tell me everything about a cube?,calculate_all,cube
triangle,calculate_all,triangle
full analysis of triangle?,calculate_all,triangle
can you complete calculation for parallelogram,calculate_all,parallelogram
i want to calculate all properties of a triangle,calculate_all,triangle
i want to calculate all properties of a parallelogram,calculate_all,parallelogram
everything about circle,calculate_all,circle
can you everything about cylinder,calculate_all,cylinder
complete calculation for cone please,calculate_all,cone
can you analyze a sphere,calculate_all,sphere
i want to full analysis of cube,calculate_all,cube
can you tell me everything about a cube,calculate_all,cube
everything about ellipse please,calculate_all,ellipse
complete calculation for circle,calculate_all,circle
i want to tell me everything about a square,calculate_all,square
i want to full analysis of square,calculate_all,square
tell me everything about a triangle please,calculate_all,triangle
Rectangular prism,calculate_all,rectangular_prism
ALL MEASUREMENTS FOR PARALLELOGRAM,calculate_all,parallelogram
Complete calculation for torus,calculate_all,torus
calculate  all  properties  of  a  parallelogram,calculate_all,parallelogram
